Symbol,baseMean,log2FoldChange,padj
Trim26,3564.295,-0.138,0.0
Fam83d,356.643,0.448,0.0
Hells,327.973,-0.503,0.0
Slc35a3,2594.457,0.191,0.0
Pik3c3,3626.393,0.129,0.0
Mea1,4357.432,-0.141,0.0
Sars2,500.242,0.341,0.0
Tmed5,4878.623,0.339,0.0
Pdlim5,14083.452,0.122,0.0
Basp1,1991.582,0.25,0.0
Map1lc3b,31088.266,0.094,0.0
Phf6,1879.064,-0.219,0.0
Tsc22d2,4307.012,-0.148,0.0
Raph1,16295.402,0.17,0.0
Pura,911.19,-0.234,0.0
Zfp575,159.785,-0.546,0.0
Bbs1,1005.797,-0.219,0.0
Noa1,676.514,-0.285,0.0
Ubqln2,5083.784,-0.171,0.0
Pigx,1467.292,0.2,0.0
Trib1,2266.398,-0.181,0.0
Chchd4,626.282,-0.295,0.0
Rpp40,359.824,-0.385,0.0
Ddx41,1942.766,-0.178,0.0
Fdxacb1,424.713,0.316,0.0
Lysmd3,1299.496,-0.261,0.0
4632415L05Rik,1546.365,-0.162,0.0
Terf2ip,2346.964,0.158,0.0
Papola,10725.047,-0.104,0.0
Rab3ip,725.91,-0.267,0.0
Mis18bp1,231.196,0.481,0.0
Cryab,7666.636,0.156,0.0
Tmem53,1303.581,0.212,0.0
BC003266,1406.973,0.212,0.0
Cog1,3352.534,0.143,0.0
Pdlim2,4642.006,-0.176,0.0
Wdr86,263.303,-0.518,0.0
Zfp560,682.473,0.255,0.0
Fbxo46,753.506,-0.281,0.0
Rnf113a2,1446.169,0.207,0.0
Vit,2038.588,-0.191,0.0
Etfdh,5215.011,0.135,0.0
Fam174a,2992.266,0.265,0.0
Zc3h3,1259.129,-0.189,0.0
F3,8773.068,-0.117,0.0
Cdc42ep4,5452.618,0.114,0.0
Lrrc42,2917.748,-0.159,0.0
St3gal6,1594.437,0.185,0.0
Med17,1986.957,0.163,0.0
Casp8ap2,1478.967,0.18,0.0
Entpd2,3304.575,-0.211,0.0
Cd3eap,1274.91,0.175,0.0
Phrf1,5157.476,-0.132,0.0
Hnmt,432.871,-0.325,0.0
Rnasel,2432.669,-0.178,0.0
Ccng2,3813.877,-0.146,0.0
Pogk,3240.813,-0.127,0.0
Tcp1,15680.075,0.095,0.0
Zfp382,301.425,-0.43,0.0
Tpr,15135.385,0.129,0.0
Nup43,646.79,0.273,0.0
Bms1,3872.207,-0.131,0.0
AI464131,1940.311,0.163,0.0
Fhod1,2711.686,0.181,0.0
Gm16675,113.963,0.585,0.0
Nt5c,2044.745,0.156,0.0
D11Wsu47e,732.77,-0.217,0.0
Cnnm4,494.159,-0.322,0.0
Ddx11,307.676,-0.456,0.0
Zfp119a,338.755,0.345,0.0
Gpsm1,2067.125,0.175,0.0
Lims1,10247.115,0.151,0.0
Cyp2j9,323.465,0.39,0.0
Rdh12,170.494,-0.525,0.0
Ift52,4006.711,-0.125,0.0
Nt5dc3,2340.26,-0.196,0.0
Atxn7,2218.805,0.181,0.0
2210018M11Rik,2379.152,-0.182,0.0
Fignl1,231.342,-0.485,0.0
Ccdc23,1292.513,0.227,0.0
Snapc1,2331.369,-0.15,0.0
Eri2,801.725,-0.258,0.0
1700017B05Rik,5197.823,0.165,0.0
Rsph3a,362.502,-0.328,0.0
Spg20,6152.395,-0.127,0.0
Bivm,1779.878,-0.177,0.0
Ehd1,8971.219,0.126,0.0
Gtf3c5,2760.72,-0.152,0.0
Hipk2,2269.391,-0.289,0.0
Ubr5,27133.392,0.168,0.0
Tbx3,872.965,-0.304,0.0
Celf1,7982.06,0.115,0.0
Hapln1,1982.811,-0.254,0.0
Notum,1004.608,0.321,0.0
Rassf2,1685.143,0.227,0.0
Itfg1,18876.793,-0.086,0.0
Dkk3,38608.492,0.1,0.0
Lyn,356.953,0.385,0.0
Grin2d,140.037,-0.488,0.0
Synm,1034.311,-0.284,0.0
Hhipl1,334.173,0.305,0.0
Slx4,1741.361,-0.152,0.0
Hmgn5,715.114,-0.25,0.0
1700011J10Rik,493.722,0.388,0.0
4930581F22Rik,177.146,-0.503,0.0
Txnip,99921.995,0.129,0.0
Rrp9,895.457,0.209,0.0
Bin1,4068.477,0.132,0.0
Megf9,1667.932,0.203,0.0
Crkl,3485.446,-0.16,0.0
Fnbp1l,2050.3,0.224,0.0
Sfrp1,161638.452,-0.14,0.0
Hps3,1572.77,-0.208,0.0
Thap7,1417.895,-0.19,0.0
Mif4gd,1393.839,0.187,0.0
BC016495,583.55,-0.3,0.0
Susd5,2884.616,0.17,0.0
Fam58b,1211.125,0.201,0.0
Ankrd54,1492.509,0.204,0.0
BC037032,104.37,0.524,0.0
Rnf216,4868.629,0.144,0.0
Il6,4363.317,0.438,0.0
Tex9,300.285,-0.414,0.0
Spsb2,1035.275,0.21,0.0
Zfp369,646.475,-0.3,0.0
Senp6,6036.231,0.117,0.0
Pnpla7,1821.9,0.179,0.0
Gstm4,1831.327,0.177,0.0
Tmem173,2807.054,-0.169,0.0
Hadha,10858.839,0.095,0.0
Mars2,326.015,-0.335,0.0
St3gal3,2520.466,-0.176,0.0
Prc1,1387.219,0.295,0.0
Zeb1,12688.115,0.088,0.0
Snrnp25,880.216,0.253,0.0
Hibadh,7899.474,-0.112,0.0
Ankrd17,17888.044,-0.111,0.0
Epn3,208.067,0.528,0.0
Nkap,2170.047,0.172,0.0
Zfp367,863.849,-0.277,0.0
Eif5,15423.061,0.136,0.0
Tspan15,230.553,0.498,0.0
Ptprn,914.303,-0.279,0.0
Shfm1,6066.892,0.147,0.0
Itpkc,1513.925,0.165,0.0
Sirt5,565.209,-0.283,0.0
Kcnh2,146.253,-0.577,0.0
Pop7,597.615,0.231,0.0
Supt16h,6402.333,0.132,0.0
Stk36,593.861,-0.262,0.0
Kif4,451.439,0.433,0.0
Ep400,6525.882,-0.206,0.0
Ereg,4619.758,-0.329,0.0
Pomp,5388.431,0.147,0.0
Ing3,678.389,-0.281,0.0
Rsu1,8086.097,-0.133,0.0
Fdx1,1977.934,0.156,0.0
Cgnl1,13214.257,-0.091,0.0
Seh1l,6417.674,-0.149,0.0
Adsl,2654.81,0.133,0.0
Anxa9,129.173,-0.522,0.001
Sh3pxd2b,14931.881,0.087,0.001
Adrbk1,8186.277,0.109,0.001
Herc1,5281.027,-0.303,0.001
Ubash3b,252.081,-0.447,0.001
Yaf2,2323.104,0.18,0.001
Bach2,116.706,0.585,0.001
Med12,4345.959,-0.162,0.001
Ror1,304.321,0.373,0.001
Plekhg2,4022.806,0.178,0.001
Brd2,17110.168,0.081,0.001
Zfp229,926.222,0.224,0.001
Ophn1,2758.089,-0.14,0.001
Wasf2,12946.685,0.133,0.001
Zfp169,372.01,-0.343,0.001
Fbxl4,2671.24,0.167,0.001
Mmp2,82625.773,-0.125,0.001
Card6,957.851,-0.221,0.001
1700025K23Rik,454.7,0.286,0.001
Napepld,1966.538,-0.189,0.001
Zfp182,556.918,-0.333,0.001
U2af2,9726.493,-0.081,0.001
Tifa,544.419,0.324,0.001
Hus1,749.757,-0.264,0.001
Wdr53,729.904,0.226,0.001
Fnip2,2009.244,0.212,0.001
Slc36a1,1869.143,-0.164,0.001
Mcm3,1001.815,0.297,0.001
AA474331,195.36,0.449,0.001
Scrn1,388.741,0.35,0.001
A730017L22Rik,187.851,-0.486,0.001
Ptrh1,608.569,-0.28,0.001
Usp28,1078.624,-0.195,0.001
Impad1,10497.912,0.122,0.001
Rc3h2,2774.201,-0.186,0.001
Ripk3,2595.001,0.124,0.001
Spin2,108.957,0.505,0.001
Polr3b,1495.405,-0.181,0.001
Gm10336,608.89,-0.328,0.001
Mex3a,2494.648,0.172,0.001
Pdcl3,3861.481,0.144,0.001
Cyp51,2321.143,-0.202,0.001
Ddx20,1187.929,0.199,0.001
Nasp,1456.206,0.259,0.001
Snhg12,1238.088,-0.207,0.001
Rab13,2324.424,0.142,0.001
Atad2b,1718.364,-0.22,0.001
Polr1a,4574.194,0.121,0.001
Nat2,733.622,0.281,0.001
Nptn,28981.573,-0.086,0.001
2810032G03Rik,190.331,-0.46,0.001
Clk3,3850.05,-0.165,0.001
Tmem81,281.26,0.393,0.001
Iqcb1,1292.596,0.195,0.001
Nup54,2221.207,0.137,0.001
Fam189a1,535.265,-0.235,0.001
Chuk,4238.124,0.16,0.001
Cda,2542.028,-0.174,0.001
Alyref2,228.379,-0.41,0.001
Huwe1,24505.69,-0.304,0.001
Flcn,2144.718,-0.18,0.001
Ccnd1,27231.72,-0.107,0.001
Rxrb,3264.392,-0.141,0.001
Cdk5rap1,554.755,-0.277,0.001
Zc3h12c,764.02,0.242,0.001
Mtrr,1082.634,-0.209,0.001
Wdr90,764.003,0.263,0.001
Sall1,793.306,-0.334,0.001
Atp5c1,12960.033,0.093,0.001
Hmgn3,4606.673,-0.14,0.001
Ly6a,39570.414,-0.145,0.001
Lmtk2,2487.014,-0.167,0.001
6430573F11Rik,155.605,0.513,0.001
Setd4,258.888,0.393,0.001
Trim41,4389.224,0.107,0.001
Golm1,1940.676,-0.167,0.001
Trp53inp1,13396.4,-0.179,0.001
Polr3g,491.317,-0.3,0.001
Icmt,7183.307,0.115,0.001
Foxj3,4445.277,0.123,0.001
Ash1l,8933.887,-0.255,0.001
Stard4,623.575,0.249,0.001
Ggps1,2834.612,-0.141,0.001
Tmem120b,642.579,0.258,0.001
Med19,1875.967,0.167,0.001
E130309D02Rik,1050.839,0.232,0.001
2810428I15Rik,3486.317,0.133,0.001
Cenph,172.153,0.549,0.001
Gpr124,14683.172,-0.119,0.001
Palm,7662.935,0.136,0.001
Dennd4c,6665.714,-0.138,0.001
Hmgxb3,3456.767,0.124,0.001
Znrf3,416.617,0.331,0.001
Kcnh4,192.174,0.577,0.001
Atpbd4,1311.721,-0.178,0.001
Cenpl,352.358,0.314,0.001
Nfat5,12786.698,-0.272,0.001
Etaa1,580.601,-0.297,0.001
Rexo4,2500.854,-0.124,0.001
Rod1,6102.659,0.188,0.001
Zfp189,451.589,-0.265,0.001
Zfp873,404.631,0.359,0.001
Crim1,8955.984,0.127,0.001
Glis1,616.774,0.252,0.001
Tspyl1,7916.204,-0.098,0.001
Arl5c,125.022,-0.494,0.001
Ccdc149,301.296,-0.381,0.001
Ubr3,9795.978,0.145,0.001
Psme2,8026.04,0.139,0.001
Top3b,4241.68,-0.118,0.001
Gzf1,4252.891,-0.126,0.001
Golph3l,2871.976,-0.144,0.001
Gmcl1,2134.541,-0.166,0.001
Zfp161,2357.356,0.123,0.001
Ehmt2,13949.566,-0.094,0.001
Rapgef2,2554.724,0.172,0.001
Trrap,10774.996,-0.27,0.001
5830417I10Rik,974.373,-0.248,0.001
Setx,6468.985,0.206,0.001
Tnpo1,7943.895,-0.129,0.001
Wasf1,563.438,0.335,0.001
E2f3,2210.137,0.169,0.001
Ap1g1,9386.23,-0.123,0.001
Wdr4,1148.579,-0.22,0.001
2010012O05Rik,867.069,0.238,0.001
Trim68,1351.316,-0.178,0.001
Tmem181b-ps,568.092,-0.275,0.001
Klf7,447.258,-0.345,0.001
Gm16197,437.114,-0.343,0.001
Tnrc6b,5339.141,-0.347,0.001
Wars,3947.046,0.113,0.001
Spast,2276.069,-0.147,0.001
Med6,1244.827,0.211,0.001
Cd164,43567.621,-0.134,0.001
Plxnb1,3797.227,-0.177,0.001
Trim13,821.604,0.211,0.001
Clk2,1985.222,0.138,0.001
AI316807,2180.639,0.208,0.001
Dtymk,2009.546,0.149,0.001
Foxm1,737.462,0.287,0.001
Gnai3,16613.955,0.077,0.001
Usp22,10889.428,0.1,0.001
Pcyt2,1840.287,-0.152,0.001
Polrmt,1976.262,0.147,0.001
Csnk1g1,3448.274,-0.127,0.001
Slc46a1,891.228,-0.188,0.001
Rdh14,1442.042,0.221,0.001
1700094D03Rik,151.125,-0.493,0.001
Tbc1d22a,3802.317,0.115,0.001
Nostrin,295.176,0.356,0.001
Mvd,819.268,0.218,0.001
Parp16,1069.524,-0.184,0.001
St6galnac6,5256.154,0.139,0.001
Fam188b,792.791,-0.232,0.001
1100001G20Rik,13335.88,0.184,0.001
Nav2,1866.859,-0.261,0.001
Ctdnep1,6226.275,0.13,0.001
Cbr4,1537.986,0.166,0.001
Pot1b,558.658,-0.253,0.001
Wbp7,5202.151,0.128,0.001
Rftn2,1649.331,0.193,0.001
Mob4,3926.071,-0.181,0.001
Snrpg,2689.035,0.165,0.001
Cacna2d3,200.64,-0.497,0.001
Ncbp1,4182.026,0.119,0.001
Klhl25,1373.732,-0.154,0.001
Cfb,215311.441,0.094,0.001
Cyhr1,5087.177,0.118,0.001
Calcoco1,10829.597,0.102,0.001
0610010F05Rik,1546.609,0.206,0.001
Cdk8,1923.41,0.145,0.001
Madd,387.992,-0.304,0.001
0910001L09Rik,2239.079,0.144,0.001
Apaf1,2846.996,-0.143,0.001
2700089E24Rik,5605.725,-0.147,0.001
Zfp952,991.682,0.195,0.001
Ces1g,263.241,0.48,0.001
Aftph,3349.279,-0.127,0.001
Pld1,2304.862,-0.147,0.001
Ppp1r2,7239.723,0.167,0.001
Sp140,877.079,-0.289,0.001
Cggbp1,5640.772,-0.114,0.001
Sugp1,2614.949,0.154,0.001
Pcdhga7,2511.573,0.169,0.001
Slc27a4,3141.487,0.14,0.001
Acaa1a,4714.203,0.167,0.001
Zfp319,1583.224,-0.159,0.001
Rhoc,16991.58,0.111,0.001
Aldh9a1,7680.38,0.119,0.001
Uqcrh,8872.447,0.107,0.001
Gkap1,2104.958,0.14,0.001
Abca3,7111.608,-0.106,0.001
Asrgl1,1375.577,0.188,0.001
Capn1,6981.094,-0.135,0.001
A630089N07Rik,706.037,-0.27,0.001
Usp47,18260.44,0.07,0.001
Nanos1,211.438,0.449,0.001
Zfp771,946.032,0.339,0.001
Adora2b,226.475,-0.445,0.001
Arrdc2,778.307,-0.286,0.001
Zxdb,213.515,-0.579,0.001
Klc3,443.785,0.295,0.001
Msh3,661.966,-0.256,0.001
Fbn2,7256.182,-0.178,0.001
Dlgap4,5737.81,0.132,0.001
Cops7a,6342.234,-0.111,0.001
Kcnk10,185.34,0.438,0.001
5430407P10Rik,185.391,-0.509,0.001
Ctnnal1,1533.338,0.185,0.001
Plekhf2,1251.58,0.199,0.001
Gen1,126.083,-0.536,0.001
Zbtb45,604.581,0.296,0.001
Itm2c,46583.224,0.093,0.001
Wbscr22,1488.685,0.217,0.001
Mmp19,7119.503,-0.107,0.001
Nufip2,4543.082,-0.16,0.001
Ndufb2,1736.816,-0.248,0.001
Slc22a18,1757.4,-0.141,0.001
A430107O13Rik,9282.849,-0.103,0.001
Rttn,794.905,-0.223,0.001
Xiap,7652.35,0.142,0.001
Ring1,1564.212,-0.158,0.001
Otud5,3540.621,-0.126,0.001
Arsb,9080.232,-0.105,0.001
Tia1,2255.081,0.144,0.001
Ptgfrn,9774.227,-0.094,0.001
Exoc1,2562.658,0.126,0.001
2810410L24Rik,248.027,0.373,0.001
Cadm2,117.033,-0.54,0.001
Ankrd1,172.417,-0.533,0.001
Rnf169,3629.392,-0.142,0.001
Coq4,644.771,-0.251,0.001
Gria3,4879.833,-0.106,0.001
Clcn2,804.718,0.204,0.001
Troap,135.324,0.584,0.001
Cdyl2,867.793,-0.234,0.001
Ppie,1546.779,-0.169,0.001
Ywhaq,26515.662,-0.125,0.001
Ttll4,932.91,0.191,0.001
Evl,1887.818,0.137,0.001
Nckipsd,1453.374,0.2,0.001
Phkg2,1669.033,0.194,0.001
Rbm41,794.229,-0.221,0.001
Fnbp4,3347.666,0.164,0.001
Mthfs,126.484,-0.484,0.001
Eif4g1,36686.118,-0.076,0.001
Tm2d2,6028.693,0.102,0.001
Tfpi,3702.15,0.123,0.001
Cxcl5,117261.599,-0.319,0.001
Kcnj2,580.759,-0.405,0.001
Ranbp10,3690.334,0.124,0.001
N4bp2l2,3508.983,-0.122,0.001
Pafah1b3,1452.702,-0.184,0.001
Vps37d,547.436,0.272,0.001
Bcl9,4998.965,-0.148,0.001
Pctp,482.312,0.309,0.001
Cep350,5183.302,-0.218,0.001
Klraq1,2175.663,-0.141,0.001
Gm527,110.926,-0.572,0.001
1110037F02Rik,8298.519,-0.112,0.001
Arhgap22,915.779,-0.255,0.001
Slit3,10184.317,-0.144,0.001
8430429K09Rik,496.687,0.298,0.001
Arhgef17,34049.897,-0.132,0.001
Chtf18,179.124,-0.485,0.001
Akap13,7851.958,0.163,0.001
Slc25a38,646.281,-0.279,0.001
Pomgnt1,4468.266,-0.122,0.001
D11Wsu99e,2927.039,0.149,0.001
Aimp2,1370.09,-0.177,0.001
Tmem200a,257.135,0.417,0.001
Hbs1l,5460.619,0.113,0.001
Nubpl,848.154,0.232,0.001
Abhd11,1458.196,-0.155,0.001
6430598A04Rik,1264.276,-0.193,0.001
Tmbim6,48080.756,0.077,0.001
Crabp2,190.042,0.558,0.001
Pmvk,1147.512,-0.231,0.001
Cbx8,526.572,-0.285,0.001
Ccne2,261.557,-0.353,0.001
Lypd1,894.574,-0.332,0.001
Nprl3,2129.704,-0.173,0.001
Spaca1,88.173,-0.53,0.001
Jdp2,2189.436,-0.142,0.001
Trappc2l,1715.886,-0.149,0.001
Taf1c,660.503,0.246,0.001
Prcc,2595.498,0.13,0.001
Ppig,6599.262,0.115,0.001
Rce1,1150.891,0.177,0.001
Dok4,1029.962,-0.196,0.001
Dctn4,10047.112,0.09,0.001
Eif2c1,5478.766,-0.117,0.001
Mapre3,3604.816,-0.136,0.001
Rfwd3,3491.944,-0.136,0.001
Hpx,10736.581,0.185,0.001
Phf23,3863.976,-0.108,0.001
Smarcad1,2187.67,-0.174,0.001
Nlgn2,8069.462,0.095,0.001
Setmar,238.866,-0.321,0.001
Zc3h11a,10770.565,-0.133,0.001
Pdcd2l,771.1,0.228,0.001
Polr2h,999.653,0.184,0.001
Ctsb,146981.41,0.069,0.001
Dvl2,2092.065,-0.151,0.001
2310003C23Rik,3957.308,0.115,0.001
Ftsj1,1635.623,0.143,0.001
Ecm1,116890.657,-0.149,0.001
Procr,3046.751,0.161,0.001
Bop1,3609.829,0.124,0.001
Psmg3,646.711,0.241,0.001
Mink1,5572.75,-0.113,0.001
Psd4,903.734,-0.261,0.001
Rufy1,1236.13,-0.184,0.001
Ccdc34,1128.604,-0.213,0.001
Klra18,122.02,0.552,0.001
Pms2,559.082,0.258,0.001
Ppa1,5566.098,0.115,0.001
Ifitm3,46009.279,-0.14,0.001
Mapk9,5841.589,-0.096,0.001
Mau2,4413.842,0.114,0.001
Rufy4,282.173,-0.37,0.001
Tmem67,967.736,0.187,0.001
Scd2,33622.674,-0.129,0.001
Prdm5,1244.266,-0.199,0.002
Anp32b,10093.177,-0.108,0.002
Zfp532,2476.621,-0.18,0.002
Mn1,2794.025,-0.146,0.002
Stat5a,5978.596,0.098,0.002
Fadd,865.773,-0.194,0.002
Enox1,152.833,-0.473,0.002
2610035D17Rik,389.894,-0.303,0.002
Lipo1,1162.027,-0.212,0.002
Iws1,2463.957,-0.168,0.002
Syvn1,4708.161,-0.143,0.002
4930420K17Rik,586.577,0.282,0.002
Prdm9,275.927,-0.386,0.002
Sfxn1,4711.486,-0.104,0.002
Paqr7,833.97,-0.219,0.002
Arsa,8926.482,-0.113,0.002
Pi4kb,4573.648,-0.093,0.002
Exosc10,4728.077,0.114,0.002
Ccnj,329.483,0.317,0.002
Atg4a,2003.703,0.152,0.002
Kazald1,1332.495,0.184,0.002
Ispd,281.928,-0.432,0.002
Mthfd2l,918.657,0.251,0.002
Nrcam,706.236,-0.261,0.002
Tspan2,384.472,0.295,0.002
Iqgap1,32950.838,0.095,0.002
Gal3st4,344.967,0.3,0.002
Pip5k1c,4103.71,0.113,0.002
Sbsn,10546.887,-0.151,0.002
Dpy30,1509.421,-0.17,0.002
Aoc2,171.562,0.391,0.002
Slc52a2,1253.884,0.163,0.002
Fbxo27,129.708,-0.547,0.002
A430110N23Rik,5067.88,-0.156,0.002
Etohi1,694.096,-0.295,0.002
Azi1,889.297,-0.239,0.002
1700003M07Rik,126.78,-0.563,0.002
Safb2,3053.51,-0.133,0.002
Arhgap33,159.464,-0.472,0.002
Fkbp3,5132.108,-0.105,0.002
Ints5,2514.37,0.134,0.002
Cpne2,4654.515,-0.129,0.002
Enho,102.157,-0.522,0.002
E4f1,1297.629,0.169,0.002
Kif7,1278.163,0.206,0.002
Rai2,482.518,-0.296,0.002
Btbd19,805.296,0.22,0.002
Ctr9,6672.672,0.087,0.002
Me1,24880.626,-0.097,0.002
Parp6,1790.573,-0.155,0.002
Fbxo33,1268.195,0.195,0.002
Satb2,558.072,-0.245,0.002
Gamt,722.531,-0.226,0.002
Rnf128,258.978,0.442,0.002
Ppil3,1916.319,0.16,0.002
Rfc2,1458.635,-0.17,0.002
Gabarapl1,15367.38,-0.098,0.002
Dtd1,1208.79,0.179,0.002
AI480653,5023.706,-0.093,0.002
Zfml,6486.423,-0.113,0.002
Zfp869,2522.619,0.143,0.002
Pcyt1a,6244.123,0.107,0.002
Dip2a,4254.486,0.123,0.002
BC031181,4921.034,-0.138,0.002
Plac8,1974.585,-0.578,0.002
Dock8,857.897,-0.246,0.002
Ppp1r3d,536.407,-0.308,0.002
Mad2l1bp,1001.405,0.227,0.002
Zdhhc6,3989.268,-0.106,0.002
Zfp472,322.424,0.378,0.002
Fbxo42,3798.635,0.108,0.002
Rela,7269.137,0.111,0.002
Ccdc124,3090.32,0.138,0.002
Polr1b,946.704,0.195,0.002
Gatsl3,2837.391,0.15,0.002
Ppt1,11456.921,0.094,0.002
Zfp558,231.937,-0.382,0.002
Ifit3,5530.397,-0.528,0.002
Slc38a10,27642.413,0.082,0.002
Cyp2u1,246.225,0.317,0.002
Cyp2e1,304.218,0.407,0.002
Zfp74,1199.946,-0.16,0.002
Syt13,204.284,-0.464,0.002
Mllt10,2862.592,-0.12,0.002
Nek4,1132.785,-0.184,0.002
Dync2li1,2324.685,-0.143,0.002
6230409E13Rik,1514.819,0.161,0.002
Whamm,1681.779,0.169,0.002
Suz12,3904.425,0.12,0.002
Ube2t,264.249,-0.367,0.002
Hdgfrp3,2484.356,0.156,0.002
Bmf,855.197,0.211,0.002
C630043F03Rik,126.689,0.557,0.002
Auts2,2022.107,-0.139,0.002
Pkig,2134.759,0.2,0.002
Whsc1,2259.13,-0.173,0.002
Ippk,1088.926,0.183,0.002
Tfap4,204.283,-0.411,0.002
Pigy,1076.534,-0.201,0.002
Plekhf1,3631.909,-0.13,0.002
Inadl,491.212,-0.255,0.002
Dynlt3,12737.406,-0.16,0.002
Cetn3,3033.587,0.151,0.002
Gin1,300.556,0.346,0.002
Cant1,7099.1,-0.121,0.002
Zfand5,7470.733,-0.115,0.002
Rtp4,5600.022,-0.367,0.002
Bco2,81.268,-0.531,0.002
Ercc6l,203.886,0.426,0.002
Rhog,4362.034,-0.11,0.002
4933407C03Rik,8207.864,-0.118,0.002
Gfer,1269.17,0.194,0.002
G530011O06Rik,409.019,-0.293,0.002
L3mbtl3,1555.185,-0.163,0.002
Lrch2,471.339,-0.261,0.002
Tspan11,3872.06,0.145,0.002
Tcf20,7358.256,0.094,0.002
Atad2,1274.946,-0.183,0.002
Tob1,6931.157,0.112,0.002
Smcr8,3851.498,-0.115,0.002
Sirt1,952.531,0.203,0.002
Acd,1633.212,0.178,0.002
Ruvbl1,2238.535,0.163,0.002
9430037G07Rik,319.134,0.312,0.002
4933407H18Rik,2453.306,0.18,0.002
Rspo1,2979.419,-0.205,0.002
Ccdc82,6222.273,0.12,0.002
Lzts2,8775.958,0.108,0.002
Fes,947.958,-0.212,0.002
Ndst2,3115.689,0.117,0.002
Slc9a3r2,917.275,-0.181,0.002
Fahd2a,729.31,-0.261,0.002
Ltn1,6009.798,0.106,0.002
Zfp518b,2230.512,0.131,0.002
Dem1,1159.503,-0.153,0.002
Eln,602.884,-0.263,0.002
1810014F10Rik,380.671,0.36,0.002
Bag6,15598.551,0.11,0.002
Baat1,2003.072,-0.136,0.002
Tbccd1,1695.857,-0.14,0.002
Fiz1,1724.383,0.16,0.002
Mastl,483.062,0.341,0.002
Dmxl1,3389.113,-0.209,0.002
Ddx60,1592.76,-0.39,0.002
Cd1d1,6967.951,0.158,0.002
Mcm10,168.881,0.424,0.002
Epb4.1l2,14910.307,-0.086,0.002
Sparc,440369.176,-0.077,0.002
Ccdc69,276.713,-0.357,0.002
Mx2,649.263,-0.548,0.002
Mphosph8,2039.937,-0.13,0.002
Anapc2,10299.948,-0.087,0.002
Crat,5901.078,0.104,0.002
Utp11l,2340.518,0.133,0.002
Pcdhgb2,974.886,-0.219,0.002
X99384,830.571,0.219,0.002
A430005L14Rik,1002.817,-0.168,0.002
A330032B11Rik,75.341,-0.517,0.002
Gm3414,148.0,-0.472,0.002
Enpp4,1175.896,0.237,0.002
Rhot1,5507.666,0.113,0.002
Cherp,5040.663,-0.112,0.002
Kcnma1,194.368,0.355,0.002
Fam131b,403.322,-0.375,0.002
Thap11,2297.793,-0.139,0.002
Snd1,11760.034,-0.078,0.002
Sytl1,128.917,-0.557,0.002
Anp32e,5791.325,0.098,0.002
Coq2,2572.911,-0.145,0.002
Dus3l,1196.859,0.155,0.002
Ndufb11,5607.068,0.127,0.002
Zfp354a,224.071,-0.334,0.002
Slc2a6,143.137,-0.492,0.002
Ttc39a,82.877,-0.516,0.002
Pcdhb7,200.98,0.448,0.002
Gng12,28969.265,-0.084,0.002
Fam175b,3331.634,0.128,0.002
Gm1943,892.399,0.193,0.002
Fxyd5,7556.518,-0.142,0.002
Klhdc5,2716.367,-0.159,0.002
Tmem42,707.044,0.222,0.002
Slc1a6,156.887,0.421,0.002
U2af1l4,876.442,-0.163,0.002
Zfp3,340.146,0.263,0.002
Tmem220,574.474,0.225,0.003
Gtpbp8,875.492,-0.234,0.003
Gm5803,99.991,0.489,0.003
Coq10a,1494.069,-0.16,0.003
Ttc17,3642.775,-0.109,0.003
2900010M23Rik,3025.302,-0.154,0.003
Qtrt1,513.976,0.228,0.003
Arid4a,2021.03,-0.161,0.003
Fam54a,89.759,0.55,0.003
Spag5,527.739,0.516,0.003
Trp53inp2,19515.994,-0.111,0.003
Mrs2,1062.727,0.163,0.003
Homez,1372.067,-0.169,0.003
Zfp865,2181.024,0.164,0.003
Glce,2159.098,0.168,0.003
Gm10069,89.529,-0.51,0.003
Tmem11,2064.08,0.144,0.003
Samhd1,8365.432,0.106,0.003
Mknk1,2229.205,-0.12,0.003
Tpt1,118833.386,0.09,0.003
Dip2c,3532.794,0.155,0.003
Gapvd1,5299.4,-0.105,0.003
Lmln,265.015,0.351,0.003
Cln3,767.953,-0.266,0.003
Rcn2,12008.974,0.096,0.003
Cstf2t,4392.329,-0.117,0.003
Ddx6,18584.202,-0.105,0.003
Gtf2h3,1548.571,-0.18,0.003
Gpaa1,2734.447,0.142,0.003
Ckap2l,606.242,0.233,0.003
Flnc,13533.365,-0.124,0.003
Tmem38b,2470.885,0.158,0.003
Lif,2685.042,0.413,0.003
Dync1li1,3084.801,0.108,0.003
Gng10,5094.595,0.12,0.003
Strn3,8469.843,-0.105,0.003
Zfp112,377.018,0.272,0.003
Lgals1,71323.027,-0.103,0.003
Mctp2,124.311,0.442,0.003
Sf1,10256.77,0.119,0.003
Pip4k2c,5804.009,0.117,0.003
Fermt2,14468.005,-0.094,0.003
Ndufab1,3758.55,0.136,0.003
Chsy1,4471.994,0.133,0.003
Leng8,4358.492,-0.144,0.003
4933427D14Rik,1093.544,-0.164,0.003
Pigc,2034.218,-0.129,0.003
Fbxo25,3037.884,-0.119,0.003
Rnf138,1270.104,0.24,0.003
Auh,4654.808,-0.105,0.003
BC088983,636.389,0.248,0.003
Cdk7,5137.539,0.108,0.003
Stub1,5805.126,-0.097,0.003
Fam110a,1167.598,-0.183,0.003
Slc17a9,114.667,0.48,0.003
